A12-CPP Platform Helipad,,EHAK,55.399167,3.810278,NL
Aero Club Salland,,EHDS,52.4683333333,6.3333333333,NL
Ameland Airport,,EHAL,53.45353,5.67929,NL
Ameland Heliport,,EHAD,53.450925,5.682351,NL
Amsterdam Heliport,,EHHA,52.41465,4.80393,NL
Amsterdam Airport Schiphol,AMS,EHAM,52.3103,4.76028,NL
AWG-1 Helipad,,EHMA,53.4911,5.9413,NL
B13-A Platform Helipad,,EHBL,55.284722,4.096667,NL
Borssele Beta Heliport,,EHSF,51.72667,2.96611,NL
Buitengaats / BG-OHVS2 Helipad,,EHHW,54.0369,6.041833,NL
D12-A Heliport,,EHDT,54.34222,2.86444,NL
D15-FA-1 Heliport,,EHDV,54.32472,2.93417,NL
D18-A Heliport,,EHDY,54.14917,2.82194,NL
De Bilt,,EHDB,52.1,5.18333,NL
De Kooy,DHR,EHKD,52.92335,4.78062,NL
De Peel Air Base,,EHDP,51.5172996521,5.8557200432,NL
Deelen Air Base,,EHDL,52.06056,5.87306,NL
Drachten,,EHDR,53.11917,6.12972,NL
Eemshaven Heliport,,EHHE,53.460833,6.814329,NL
Eindhoven Airport,EIN,EHEH,51.45014,5.37453,NL
Enschede Airport Twente,ENS,EHTW,52.27,6.87417,NL
Europlatform,,EHSA,51.99792,3.27481,NL
Europlatform Heliport,,EHSA,51.99792,3.27481,NL
Gilze-Rijen Air Base,GLZ,EHGR,51.56739,4.93183,NL
Groningen Airport Eelde,GRQ,EHGG,53.11972,6.57944,NL
Helder-A Heliport,,EHQD,52.92028,4.09806,NL
Helm-A Heliport,,EHQF,52.87111,4.14167,NL
Hilversum Airport,,EHHV,52.19238,5.14585,NL
Hilversum Railway Service,QYI,,52.226333,5.181235,NL
Hollandse Kust Noord Heliport,,EHQN,52.65389,4.26194,NL
Hollandse Kust West Alpha Heliport,,EHQW,52.67972,3.80472,NL
Hollandse Kust Zuid Alpha Heliport,,EHQS,52.31944,4.04305,NL
Hoogeveen Airport,,EHHO,52.73042,6.51519,NL
Hoorn-A Heliport,,EHQE,52.92417,4.15,NL
IJmuiden Heliport,,EHYP,52.469887,4.593444,NL
J6-A Heliport,,EHJA,53.82333,2.94389,NL
K1-A Heliport,,EHJB,53.84306,3.07806,NL
K12-A Heliport,,EHKM,53.47583,3.78722,NL
K12-B Heliport,,EHKP,53.34083,3.89361,NL
K12-C Heliport,,EHKN,53.45833,3.90444,NL
K12-D Heliport,,EHKO,53.42167,3.885,NL
K12-G Heliport,,EHKQ,53.35528,3.98222,NL
K12-K Heliport,,EHKX,53.42278,3.96028,NL
K13-A,,EHJR,53.217222,3.218889,NL
K13-A Heliport,,EHJR,53.217222,3.218889,NL
K14-FA-1A Heliport,,EHKW,53.26861,3.62639,NL
K14-FA-1C Heliport,,EHKV,53.26861,3.62639,NL
K15-FA-1 Heliport,,EHKT,53.24722,3.98611,NL
K15-FB-1 Heliport,,EHKS,53.27556,3.87167,NL
K2B-A Heliport,,EHJC,53.94861,3.66222,NL
K4-A Heliport,,EHJE,53.75028,3.30944,NL
K4-BE Heliport,,EHJD,53.765,3.19528,NL
K5-ACP Heliport,,EHJF,53.69556,3.33889,NL
K5-B Heliport,,EHJG,53.71389,3.42722,NL
K5-CU Heliport,,EHJJ,53.815,3.44944,NL
K5-D Heliport,,EHJI,53.69083,3.48722,NL
K5-EN/C Heliport,,EHJH,53.71056,3.51111,NL
K6-D Heliport,,EHKG,53.675,3.82833,NL
K6-DN Heliport,,EHKC,53.72556,3.80444,NL
K6-GT Heliport,,EHKB,53.7525,3.91472,NL
K6-PC Heliport,,EHKE,53.69833,3.86889,NL
K6-PN Heliport,,EHKF,53.69861,3.74778,NL
K8-FA-1 Heliport,,EHJM,53.49944,3.36889,NL
K8-FA-2 Heliport,,EHJO,53.51444,3.4175,NL
K8-FA-3 Heliport,,EHJN,53.54139,3.42222,NL
K9-AB-A Heliport,,EHKL,53.52,3.9925,NL
K9-AB-B Heliport,,EHKK,53.55083,3.77944,NL
K9C-A Heliport,,EHKH,53.6525,3.87278,NL
Kempen Airport,,EHBD,51.25619,5.60105,NL
L10-A Heliport,,EHLL,53.40333,4.20056,NL
L10-B Heliport,,EHLH,53.45667,4.23167,NL
L10-C Heliport,,EHLN,53.39306,4.20083,NL
L10-E Heliport,,EHLI,53.43167,4.23556,NL
L10-F Heliport,,EHLO,53.38639,4.25944,NL
L10-L Heliport,,EHLJ,53.41833,4.18361,NL
L10-M Heliport,,EHLM,53.40528,4.0225,NL
L11-B Heliport,,EHLX,53.47222,4.48944,NL
L13-FC-1 Heliport,,EHLQ,53.28333,4.20833,NL
L13-FE-1 Heliport,,EHLP,53.31306,4.24667,NL
L15-FA-1 Heliport,,EHMR,53.32944,4.83083,NL
L4-A Heliport,,EHKJ,53.72444,4.0975,NL
L4-PN Heliport,,EHKA,53.82333,4.04972,NL
L5-B Heliport,,EHLS,53.70417,4.60222,NL
L5-C Heliport,,EHMF,53.69583,4.64528,NL
L8-P Heliport,,EHLU,53.64,4.5625,NL
L8-P4 Heliport,,EHLT,53.66056,4.53944,NL
L9-FF-1 Heliport,,EHMG,53.61444,4.96028,NL
Leeuwarden Air Base,LWR,EHLW,53.22861,5.76056,NL
Lelystad Airport,LEY,EHLE,52.46028,5.52722,NL
Lichteiland Goeree,,EHSC,51.925,3.67,NL
Lichteiland Goeree Heliport,,EHSC,51.925,3.67,NL
Maastricht Aachen Airport,MST,EHBK,50.91166,5.77014,NL
Maasvlakte Heliport,,EHTP,51.959400177,4.0900001526,NL
Midden-Zeeland Airport,,EHMZ,51.51326,3.72947,NL
Nationaal Zweefvliegcentrum Terlet,,EHTL,52.05903,5.92961,NL
Noordoostpolder Airport,,EHNP,52.7311,5.74699,NL
Oostwold,,EHOW,53.20861,7.03278,NL
Air Operations Control Station Nieuw Milligen,,EHMC,52.2231727254,5.7678222656,NL
P11-B (De Ruyter) Heliport,,EHPG,52.35998,3.34192,NL
P11-E Heliport,,EHPE,52.35611,3.58917,NL
P12-SW Heliport,,EHPH,52.40583,3.75861,NL
P15-ACD (Rijn-C) Heliport,,EHPK,52.29028,3.81611,NL
P15-E Heliport,,EHPM,52.17167,3.86778,NL
P15-F Heliport,,EHPJ,52.30583,3.685,NL
P15-G Heliport,,EHPL,52.2225,3.73944,NL
P18-A Heliport,,EHPN,52.12694,3.93778,NL
P6-A Heliport,,EHPB,52.755,3.75611,NL
P6-B Heliport,,EHPD,52.73722,3.80361,NL
P6-D Heliport,,EHPC,52.70028,3.72556,NL
P9-A (Horizon) Heliport,,EHPF,52.5525,3.74083,NL
Q1-D Heliport,,EHQM,52.87222,4.17139,NL
Q13-A Heliport,,EHQT,52.19111,4.13638,NL
Q4-A Heliport,,EHQI,52.77861,4.26667,NL
Q4-B Heliport,,EHQJ,52.71639,4.29972,NL
Q4-C Heliport,,EHQH,52.82556,4.28333,NL
Rotterdam The Hague Airport,RTM,EHRD,51.95548,4.43685,NL
Seppe Airport,,EHSE,51.55489,4.55291,NL
Soesterberg Air Base,UTC,EHSB,52.12731,5.27619,NL
Stadskanaal,,EHST,52.9973,7.02472,NL
Texel International Airport,,EHTX,53.11731,4.8266,NL
Valkenburg Naval Air Base,,EHVB,52.16614,4.41794,NL
VENRAY/DE PEEL,,EHDP,51.516944,5.854167,NL
Vliegveld Numansdorp,,EHND,51.7530556,4.4552778,NL
Vliegveld Teuge,,EHTE,52.24137,6.04677,NL
VLIEHORS,,EHVL,53.25,4.916667,NL
VLISSINGEN,,EHFS,51.448611,3.602222,NL
Volkel Airport,UDE,EHVK,51.65639,5.70861,NL
Woensdrecht Airport,WOE,EHWO,51.44909,4.34203,NL
